tipo;url;titulo;precio;area_m2;habitaciones;banos;garajes;descripcion;balcon;bano_de_servicio;chimenea;cocina_equipada;cuarto_de_servicio;sauna_turco_jacuzzi;servicio_de_internet;servicios_publicos;zona_de_bbq;acceso_pavimentado;garaje_parqueadero(s);porteria_vigilancia;senderos_ecologicos;area_rural;cerca_de_zona_urbana;sobre_via_secundaria;trans_publico_cercano;caractint;caractext;caractsec;estrato;antiguedad;cocina_integral;ventilacion_natural;asador;bosque_nativo;establo;invernadero;pesebrera;terraza;vista_panoramica;seguridad;bano_auxiliar;comedor;estudio;zona_de_lavanderia;gimnasio;piscina;salon_comunal;zona_infantil;zonas_verdes;bombas_de_gasolina;cerca_centro_comercial;comodas_vias_de_acceso;restaurantes;supermercados_ccomerciales;amoblado;calentador;citofono;comedor_auxiliar;despensa;instalacion_de_gas;patio;piso_en_baldosa_marmol;circuito_cerrado_de_tv;en_conjunto_cerrado;jardin;parqueadero_visitantes;vigilancia;vivienda_multifamiliar;colegios_universidades;parques_cercanos;zona_campestre;zona_residencial;area_urbana;zona_de_hamacas;arboles_frutales;kiosko;bano_independiente;barra_estilo_americano;closet;deposito_bodega;ascensor;garaje(s);porteria_recepcion;vigilancia_24x7;cerca_a_sector_comercial;cocina_tipo_americano;cochera;pozo_de_agua_natural;hall_de_alcobas;sobre_via_principal;rio_quebrada_cercano(a);zona_de_camping;nacimientos_de_agua;zona_comercial;bahias_de_parqueo;banos_publicos;vigilancia_privada_24*7;salon_de_juegos;alarma_contra_incendio;ascensores_comunales;banos_comunales;banos_mixtos;con_administrador;control_de_acceso_digital;cuarto_de_conductores;alcantarillado;jardines_exteriores;locales_comerciales;zona_industrial;alarma;altura_libre;deteccion_de_humo;bahia_exterior_de_parqueo;cancha_de_squash;canchas_deportivas;en_edificio;en_zona_residencial;garaje_cubierto;parque_industrial;bano_compartido;shut_de_basura;parqueadero_interno;aire_lavado;cocineta;edificio_inteligente;escalera_de_emergencia;parqueadero_a_nivel;reja_de_seguridad;cancha_de_tennis;jaula_de_golf;cancha_de_baloncesto;cancha_de_futbol;piso_en_madera;tanques_de_agua;aire_acondicionado;cocina_de_lena;oficina_de_negocios;corrales;piso_en_cemento;cuarto_de_servicio;todos_los_servicios;en_casa;finca_agroganadera;finca_ganadera;vivienda_bifamiliar;casa_de_trabajadores;en_condominio;puerta_electrica;ubicada_en_edificio;finca_agricola;sensor_de_movimiento;planta_electrica;servicios_independientes;cuarto_de_escoltas;salon_de_conferencias;rociadores_de_agua;con_casa_club;disponibilidad_wifi;galpon;piso_de_alta_resistencia;cableado_de_red;puerta_de_seguridad;sala_de_internet;finca_avicola;lote_en_construccion;salon_de_videoconferencias;pasaje_comercial;sistema_de_riego;acceso_para_camiones;con_vivienda;lic_de_construccion;panoramica_un_lado;en_club;auditorio;esquinero;oficinas_administrativas;con_casa_prefabricada;en_zona_comercial;finca_cafetera;servicio_de_lavanderia;altura_restringida;ascensor(es)_inteligente(s);lote_vacio;control_de_acustica;control_termico;panoramica_360o;con_cerca_electrica;municipio;tipo_propiedad
Usada;https://www.fincaraiz.com.co/casa-en-venta/la-ceja/san_cayetano-det-6166639.aspx;Casa en Venta La Ceja San Cayetano;400000000.0;144.0;4.0;2.0;1.0;Hermosa casa con excelente ubicación muy buena iluminación y ventilación Primer piso garaje descubierto con espacio para 2 carros sala con chimenea comedor 1 cuarto 1 baño cocina y patio trasero con pérgola Segundo piso 3 cuartos 1 baño 1 balcón;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;['Balcón', 'Chimenea'];[];['Trans. Público cercano'];3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;la ceja;casa
Usada;https://www.fincaraiz.com.co/casa-en-venta/rionegro/vereda_tres_puertas-det-6177453.aspx;Casa en Venta Rionegro Vereda tres puertas;990000000.0;362.0;4.0;4.0;2.0;CASA EN VENTA EN SECTOR CABECERAS - Rionegro. En muy buen estado,  4 alcobas y opción alcoba servicios independiente. Jacuzzi y jardines exteriores. No paga administración,  es un sector muy bien habitado,  residencial. Casa construida en lote independiente con excelentes vecinos. Bondades de la ubicación,  cerca a centro comercial Jardines,  al mall complex,  mall llanogrande,  zona bancos,  transporte,  colegios. A 35 minutos de Medellín y 20 minutos de Rionegro..;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;['Calentador', 'Chimenea', 'Cocina Integral', 'Cocina tipo Americano', 'Comedor auxiliar', 'Cuarto de Servicio', 'Depósito / Bodega', 'Despensa', 'Estudio', 'Hall de Alcobas', 'Instalación de gas', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería'];['Jardín', 'Terraza', 'Zonas Verdes'];['Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Campestre', 'Zona Comercial', 'Zona Residencial'];4;9 a 15 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;casa
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/el-retiro/bosques_normandia-det-6166318.aspx;Apartamento en Venta El Retiro bosques de Normandía;330000000.0;61.0;2.0;2.0;1.0;APTO EN EL RETIRO Unidad residencial bosques de Normandía mayor info al WhatsApp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[];[];[];5;1 a 8 años;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;el retiro;apartamento
Usada;https://www.fincaraiz.com.co/casa-en-venta/rionegro/conjunto_serranias-det-6173749.aspx;Casa en Venta Rionegro Conjunto Serranias;350000000.0;180.0;3.0;3.0;1.0;Casa en venta en Rionegro (Antioquia) Conjunto Serranías,  cuenta con 3 habitaciones,  3 baños,  cocina semi-integral,  sala comedor,  estudio,  balcón,  terraza,  patio de ropas,  piso en cerámica,  garaje..;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;[];['Garaje(s)'];['Trans. Público cercano', 'Zona Residencial'];3;9 a 15 años;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;casa
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/el-retiro/retiro-det-5668776.aspx;Apartamento en Venta El Retiro El Retiro;320000000.0;60.0;2.0;2.0;1.0;Apartamento en unidad cerrada en El Retiro,  cuenta con área construida de 60 Mt2,  dos alcobas todas con closet y la alcoba principal con baño,  un baño social,  sala comedor,  cocina integral,  balcón,  patio de ropas,  gas por red y garaje cubierto para un carro. Excelentes acabados y ubicación. Un lugar donde podrás disfrutar cómodamente con familiares y amigos..;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;['Balcón', 'Baño Auxiliar', 'Cocina Integral', 'Instalación de gas', 'Patio', 'Zona de lavandería'];['En conjunto cerrado', 'Garaje(s)', 'Portería / Recepción', 'Vigilancia', 'Zonas Verdes'];['Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial'];5;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;el retiro;apartamento
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/rionegro/los_colegios-det-5624844.aspx;Apartamento en Venta Rionegro Los Colegios;310000000.0;64.0;3.0;2.0;1.0;Cod 2746231. Spacios te ofrece apartamento para venta en Rionegro,  sector Los Colegios,  hermosos acabados con piso en porcelanato,  en su distribución encontrarás sala-comedor,  3 habitaciones,  3 closet , un baño social y uno privado ambos cabinados,  enchapados con muebles inferiores,  cocina integral tipo isla,  balcón con hermosa vista campestre,  red de gas,  parqueadero privado y cuarto útil. Unidad Cerrada con vigilancia 24 horas,  ascensor,  shut de basuras,  zonas verdes,  camaras de seguridad,  juegos infantiles,  parqueadero de visitantes,  espejo de agua,  piscina para adultos climatizada,  piscina para niños climatizada,  SPA,  sauna,  turco,  jacuzzi,  cancha de squash,  gimnasio dotado,  café,  salón social,  salón VIP,  sala de juegos para niños,  cancha multifuncional,  deck al aire libre con vista al espejo de agua.Excelente ubicación  campestre de fácil acceso No dejes pasar esta oportunidad,  nuestros asesores están disponibles las 24 horas. .;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;['Balcón', 'Baño Independiente', 'Barra estilo americano', 'Calentador', 'Citófono', 'Closet', 'Cocina Equipada', 'Cocina Integral', 'Instalación de gas', 'Zona de lavandería'];['Ascensor', 'Cancha de Futbol', 'En conjunto cerrado', 'Gimnasio', 'Parqueadero Visitantes', 'Piscina', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Vista panorámica', 'Zonas Verdes'];['Cerca de Zona Urbana', 'Colegios / Universidades', 'Trans. Público cercano', 'Zona Campestre', 'Zona Residencial'];4;1 a 8 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Usada;https://www.fincaraiz.com.co/casa-en-venta/rionegro/pietra_santa-det-6164790.aspx;Casa en Venta Rionegro PIETRA SANTA;710000000.0;200.0;4.0;5.0;2.0;Hermosa casa de amplios espacios internos,  200 mts2 construidos con habitación de primer nivel y baño privado,  construcción moderna en zona de alta valorización 874-1498.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;['Barra estilo americano', 'Closet', 'Cocina Integral', 'Depósito / Bodega', 'Instalación de gas', 'Ventilación Natural', 'Zona de lavandería'];['Bahía exterior de parqueo', 'Garaje(s)', 'Parqueadero Visitantes'];['Cerca a sector comercial', 'Cerca centro comercial', 'Cerca de Zona Urbana', 'Colegios / Universidades', 'Cómodas vias de acceso', 'Parques cercanos', 'Supermercados / C.Comerciales'];5;Menos de 1 año;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;casa
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/rionegro/rionegro-det-4939788.aspx;Apartamento en Venta Rionegro RIONEGRO;340000000.0;57.0;2.0;2.0;1.0;Apartamento sobre planos en exclusivo proyecto residencial en Rionegro,  cercano a diferentes puntos de servicios,  centros comerciales,  zona franca,  clínica San Vicente,  aeropuerto JMC, . Cuenta con cuarto útil y parqueadero.  Se entrega Full acabados. Zona de alto indice de valorización. Pocas unidades disponibles. 874-1209.;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;['Balcón', 'Baño Auxiliar', 'Closet', 'Cocina Integral', 'Comedor', 'Sauna / Turco / Jacuzzi', 'Shut de basura'];['Ascensor', 'Bahias de parqueo', 'Baño compartido', 'En zona Comercial', 'En zona residencial', 'Garaje / Parqueadero(s)', 'Garaje Cubierto', 'Gimnasio', 'Parqueadero Visitantes', 'Vigilancia 24x7', 'Zonas Verdes'];['Área Urbana', 'Bombas de gasolina', 'Cerca a sector comercial', 'Cerca centro comercial', 'Cerca de Zona Urbana', 'Cómodas vias de acceso', 'Restaurantes', 'Seguridad', 'Sobre vía principal', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial'];5;1 a 8 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Usada;https://www.fincaraiz.com.co/casa-en-venta/rionegro/gualanday-det-6164643.aspx;Casa en Venta Rionegro GUALANDAY;750000000.0;162.0;3.0;4.0;1.0;Casa en venta ubicada en Rionegro sector Gualanday.  Valor administración $155.000.Casa con hermosa vista en unidad abierta. La casa está ubicada a 5 minutos del Centro Comercial San Nicolás y a 10 minutos del Túnel de Oriente. Comodidades: Sala-comedor,  3 alcobas,  2 closets,  vestier,  4 baños,  cocina abierta integral,  pisos de cerámica,  zona de ropas,  terraza,  2 niveles,  patio,  cuarto útil,  garaje sencillo,  portería 24 horas,  zonas verdes y parque infantil. 622-15855.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;['Baño Auxiliar', 'Closet', 'Cocina Integral', 'Depósito / Bodega', 'Patio', 'Piso en Baldosa /  Mármol', 'Zona de lavandería'];['Bahias de parqueo', 'Garaje / Parqueadero(s)', 'Terraza', 'Vigilancia 24x7', 'Zona Infantil', 'Zonas Verdes'];['Cerca centro comercial', 'Cómodas vias de acceso', 'Zona Residencial'];5;1 a 8 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;casa
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/el-retiro/retiro-det-6164555.aspx;Apartamento en Venta El Retiro EL RETIRO;360000000.0;77.0;3.0;2.0;1.0;Bemsa propiedad raíz vende excelente apartamento de 3 alcobas en segundo piso,  sector el retiro,  cuenta con 2 baños,  closet,  sala-comedor,  cocina integral,  balcón,  zona de ropas,  calentador,  parqueadero sencillo,  salón social y vigilancia .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[];[];[];5;1 a 8 años;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;el retiro;apartamento
Usada;https://www.fincaraiz.com.co/finca-en-venta/el-retiro/retiro-det-6164942.aspx;Finca en Venta El Retiro EL RETIRO;450000000.0;191.0;3.0;2.0;0.0;Finca en venta ubicada en El Retiro sector Los Medios. La finca está ubicada a 20 kilómetros de El Retiro. El la propiedad hay 39 palos de aguacate,  348 plantas de café,  100 plantas de plátano,  120 plantas de piña,  naranja y mandarina. Comodidades: Sala-comedor,  3 alcobas,  2 closets,  vestier,  2 baños,  cocina abierta integral,  2 niveles,  balcón,  piscina y zonas verdes. 622-15856.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['Closet', 'Cocina Integral', 'Zona de lavandería'];[];['Cómodas vias de acceso', 'Zona Residencial'];3;Menos de 1 año;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;el retiro;finca
