tipo;url;titulo;precio;area_m2;habitaciones;banos;garajes;descripcion;balcon;bano_de_servicio;chimenea;cocina_equipada;cuarto_de_servicio;sauna_turco_jacuzzi;servicio_de_internet;servicios_publicos;zona_de_bbq;acceso_pavimentado;garaje_parqueadero(s);porteria_vigilancia;senderos_ecologicos;area_rural;cerca_de_zona_urbana;sobre_via_secundaria;trans_publico_cercano;caractint;caractext;caractsec;estrato;antiguedad;cocina_integral;ventilacion_natural;asador;bosque_nativo;establo;invernadero;pesebrera;terraza;vista_panoramica;seguridad;bano_auxiliar;comedor;estudio;zona_de_lavanderia;gimnasio;piscina;salon_comunal;zona_infantil;zonas_verdes;bombas_de_gasolina;cerca_centro_comercial;comodas_vias_de_acceso;restaurantes;supermercados_ccomerciales;amoblado;calentador;citofono;comedor_auxiliar;despensa;instalacion_de_gas;patio;piso_en_baldosa_marmol;circuito_cerrado_de_tv;en_conjunto_cerrado;jardin;parqueadero_visitantes;vigilancia;vivienda_multifamiliar;colegios_universidades;parques_cercanos;zona_campestre;zona_residencial;area_urbana;zona_de_hamacas;arboles_frutales;kiosko;bano_independiente;barra_estilo_americano;closet;deposito_bodega;ascensor;garaje(s);porteria_recepcion;vigilancia_24x7;cerca_a_sector_comercial;cocina_tipo_americano;cochera;pozo_de_agua_natural;hall_de_alcobas;sobre_via_principal;rio_quebrada_cercano(a);zona_de_camping;nacimientos_de_agua;zona_comercial;bahias_de_parqueo;banos_publicos;vigilancia_privada_24*7;salon_de_juegos;alarma_contra_incendio;ascensores_comunales;banos_comunales;banos_mixtos;con_administrador;control_de_acceso_digital;cuarto_de_conductores;alcantarillado;jardines_exteriores;locales_comerciales;zona_industrial;alarma;altura_libre;deteccion_de_humo;bahia_exterior_de_parqueo;cancha_de_squash;canchas_deportivas;en_edificio;en_zona_residencial;garaje_cubierto;parque_industrial;bano_compartido;shut_de_basura;parqueadero_interno;aire_lavado;cocineta;edificio_inteligente;escalera_de_emergencia;parqueadero_a_nivel;reja_de_seguridad;cancha_de_tennis;jaula_de_golf;cancha_de_baloncesto;cancha_de_futbol;piso_en_madera;tanques_de_agua;aire_acondicionado;cocina_de_lena;oficina_de_negocios;corrales;piso_en_cemento;cuarto_de_servicio;todos_los_servicios;en_casa;finca_agroganadera;finca_ganadera;vivienda_bifamiliar;casa_de_trabajadores;en_condominio;puerta_electrica;ubicada_en_edificio;finca_agricola;sensor_de_movimiento;planta_electrica;servicios_independientes;cuarto_de_escoltas;salon_de_conferencias;rociadores_de_agua;con_casa_club;disponibilidad_wifi;galpon;piso_de_alta_resistencia;cableado_de_red;puerta_de_seguridad;sala_de_internet;finca_avicola;lote_en_construccion;salon_de_videoconferencias;pasaje_comercial;sistema_de_riego;acceso_para_camiones;con_vivienda;lic_de_construccion;panoramica_un_lado;en_club;auditorio;esquinero;oficinas_administrativas;con_casa_prefabricada;en_zona_comercial;finca_cafetera;servicio_de_lavanderia;altura_restringida;ascensor(es)_inteligente(s);lote_vacio;control_de_acustica;control_termico;panoramica_360o;con_cerca_electrica;municipio;tipo_propiedad
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/marinilla/los_rosales-det-6365033.aspx;Apartamento en Venta Marinilla Los Rosales;160000000.0;64.0;3.0;2.0;1.0;64m2,  cuenta con 3 alcobas,  la principal con baño,  2 baños,  sala comedor,  cocina integral,  2 balcones,  zona de ropa y parqueadero.  Sector semi-urbano,  tranquilo y central.  Cerca de  la Plaza de Mercado,  Feria de Ganado,  aut. Med-Bog,  Iglesias... .;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;['Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Closet', 'Cocina Integral', 'Piso en Baldosa /  Mármol'];['Garaje / Parqueadero(s)', 'Garaje(s)', 'Vista panorámica'];['Cerca de Zona Urbana', 'Colegios / Universidades', 'Parques cercanos'];3;1 a 8 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;marinilla;apartamento
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/rionegro/rionegro-det-5834410.aspx;Apartamento en Venta Rionegro Rionegro;430500000.0;86.0;3.0;2.0;1.0;FAVOR NO COMISIONISTAS. Moderno,  iluminado y acogedor apartamento ubicado dentro de un exclusivo,  tranquilo y arborizado sector de la periferia de San Antonio. Cuenta con tres alcobas,  dos baños,  sala,  balcón con vista panorámica,  comedor,  cocina abierta con mesón en mármol,  zona independiente de ropas,  útil y un garaje. En acabados tenemos pisos laminados,  ventanas de techo a piso,  campana extractora y modernos accesorios en los baños. La unidad ofrece amplias áreas verdes,  salón social,  dos ascensores por piso,  estricta vigilancia y parqueadero de visitantes. A 10 minutos del sector comercial Llano Grande. Zona de altísima valorización..;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;['Balcón', 'Calentador', 'Citófono', 'Closet', 'Cocina Integral', 'Cocina tipo Americano', 'Depósito / Bodega', 'Hall de Alcobas', 'Instalación de gas', 'Sensor de movimiento', 'Shut de basura'];['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Planta Eléctrica', 'Portería / Vigilancia', 'Salón Comunal', 'Vigilancia privada 24*7', 'Vista panorámica', 'Zonas Verdes'];['Área Urbana', 'Bombas de gasolina', 'Cerca de Zona Urbana', 'Colegios / Universidades', 'Cómodas vias de acceso', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Campestre', 'Zona Residencial'];4;1 a 8 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/marinilla/natural_plante-det-6355633.aspx;Apartamento en Venta Marinilla Natural Planté;230000000.0;43.0;1.0;2.0;1.0;SE VENDE APARTAMENTO EN CONDOMINIO NATURAL PLANTÉ  204  Area 43 mts2  -1 habitación y 2 baños,  sala comedor. -Parqueadero y cuarto útil.  Ubicado en el Condominio Natural Planté en la vereda Alto de Belén entre Rionegro y Marinilla,  cerca al Colegio Los Corazonistas y Club La Macarena,  Universidad Católica de Oriente y vías principales. Unidad cerrada con vigilancia 24hrs,  zonas húmedas,  salón de juegos,  zona BBQ,  zona de niños y gimnasio.  Valor venta: 230.000.000 Urve Inmobiliaria Colombia S.A.S. .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[];[];[];4;1 a 8 años;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;marinilla;apartamento
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/rionegro/rio_negro-det-6361514.aspx;Apartamento en Venta Rionegro Rio Negro;201000000.0;58.0;3.0;2.0;1.0;"Apartamento en venta de 58m2,  con vista interior,  ubicado en un 3er piso (Apto 302),  parqueadero #2001 acceso por ascensor. Consta de 3 habitaciones,  2 baños,  sala comedor,  cocina y zona de lavandería. Tiene piso en cerámica en todas sus zonas. Tiene vigilancia privada las 24 horas; cerca a almacenes de cadena como,  D1 Jumbo Rio negro,  Rio negro plaza y ; cerca a universidad católica del oriente; cerca al club la macarena y Comfama Rio negro,  Carrera 39 y calle 45..";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;['Calentador', 'Citófono', 'Cocina Integral', 'Hall de Alcobas', 'Instalación de gas', 'Zona de lavandería'];['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes'];['Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial'];4;1 a 8 años;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/rionegro/fontibon-det-6351069.aspx;Apartamento en Venta Rionegro FONTIBON;210000000.0;56.0;2.0;2.0;1.0;HERMOSO APARTAMENTO PARA ARRIENDO Y VENTA EN RIONEGRO SECTOR FONTIBON,  2 HABITACIONES MAS ESTUDIO.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;['Balcón', 'Baño Auxiliar', 'Calentador', 'Cocina Integral', 'Instalación de gas', 'Zona de lavandería'];['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes'];['Trans. Público cercano', 'Zona Comercial', 'Zona Residencial'];3;Menos de 1 año;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Nueva;https://www.fincaraiz.com.co/altos-de-santana/rionegro/proyecto-nuevo-det-6351568.aspx?itemid=6351570;ALTOS DE SANTANA Oriente Antioqueño - Rionegro;360002000.0;73.37;3.0;3.0;0.0;"6351568 Proyecto de apartamentos de 2 y 3 habitaciones, ubicado en Rionegro el sector de Ojo de Agua, en la zona de Colegios, cercano al Estadio y a Medellín por el Tunel del Oriente; en un lote de más de 25.900 m2.  Esta compuesto por 6 torres de hasta 8 pisos, con 352 unidades de vivienda.  Entre sus zonas comúnes se destacan piscina para adultos y niños, zona de niños, salón social, zona de mascotas, gimnasio cubierto y al aire libre, zona de mascotas y muchas más..";0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;['Servicios Públicos', 'Ventilación Natural', 'Zona de lavandería'];['Garaje / Parqueadero(s)', 'Gimnasio', 'Piscina', 'Salón Comunal', 'Vivienda Multifamiliar', 'Zona Infantil'];['Área Urbana', 'Colegios / Universidades', 'Cómodas vias de acceso'];0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Usada;https://www.fincaraiz.com.co/apartamento-en-venta/rionegro/barro_blanco-det-6203019.aspx;Apartamento en Venta Rionegro BARRO BLANCO;590000000.0;123.0;1.0;2.0;1.0;Apartamento en venta ubicado en Rionegro sector Barro Blanco. El apartamento se encuentra cerca al Aeropuerto Internacional José María Córdova y a centros comerciales. Comodidades: Sala-comedor,  biblioteca,  alcoba,  vestier,  2 baños,  cocina abierta integral,  zona de ropas,  terraza,  cuarto útil,  garaje doble lineal,  servicios públicos,  red de gas,  portería 24 horas,  zonas verdes,  salón social,  2 ascensores,  gimnasio,  piscina,  sauna,  turco y parque infantil. 622-16053.;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;['Baño Auxiliar', 'Closet', 'Cocina Integral', 'Comedor', 'Depósito / Bodega', 'Sauna / Turco / Jacuzzi', 'Servicios Públicos', 'Zona de lavandería'];['Ascensor', 'Garaje / Parqueadero(s)', 'Gimnasio', 'Piscina', 'Terraza', 'Vigilancia 24x7', 'Zona Infantil', 'Zonas Verdes'];['Cerca a sector comercial', 'Cómodas vias de acceso', 'Trans. Público cercano', 'Zona Residencial'];5;Menos de 1 año;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
Usada;https://www.fincaraiz.com.co/casa-en-venta/rionegro/porvenir-det-6351169.aspx;Casa en Venta Rionegro El Porvenir;280000000.0;120.0;4.0;3.0;0.0;SE VENDE CASA EN RIONEGRO,  BARRIO EL PORVENIR  Área total construida: 120 m2,  con posibilidad de ampliación en frente y terraza.  -Planta 1: Sala comedor,  cocina,  baño social,  estudio y habitación de servicio. -Planta 2: Alcoba principal con baño y closet,  2 alcobas sencillas con closet,  baño,  closet de linos. -Casa unifamiliar de dos plantas -Terraza con 18m2 aprox. de área  Excelente ubicación Cerca a Centro comercial San Nicolás,  parques cercanos,  supermercados,  iglesias,  zonas deportivas,  residenciales y educativas.  Barrio: Quintas del Carretero,  El Porvenir  Estrato 3 Predial: $360.000 anual  Valor venta: Urve Inmobiliaria Colombia S.A.S .;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;['Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Equipada', 'Cuarto de Servicio'];['Acceso Pavimentado', 'Árboles frutales', 'Canchas Deportivas', 'Zonas Verdes'];['Cerca de Zona Urbana', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial'];3;16 a 30 años;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;casa
Usada;https://www.fincaraiz.com.co/finca-en-venta/el-retiro/retiro_antioquia-det-6333038.aspx;Finca en Venta El Retiro El Retiro Antioquia;1100000000.0;12000.0;3.0;3.0;3.0;VENTA FINCA EL RETIRO  VEREDA NAZARETH.CASA EN CONSTRUCCION  TRADICIONAL.  CUENTA CON TRES HABITACIONES.TRES BAÑOS VESTIER, COCINA INTEGRAL,  SALA COMEDOR,  CHIMENEA A GAS, ZONA DE ROPAS,  TERRAZA .DOS ESTUDIOS,  CIRCUITO CERRADO DE TV,  PARQUEADERO CUBIERTO PARA TRES CARROS,  CUARTO DE HERRAMIENTAS,  DECK,  QUEBRADA  CON AGUA  DE NACIMIENTO,  ARBOLES FRUTALES,  CALENTADOR DE PASO .  INMOBILIARIAJURIBE .;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;['Baño Auxiliar', 'Baño Independiente', 'Calentador', 'Chimenea', 'Citófono', 'Closet', 'Cocina Integral', 'Cuarto de Servicio', 'Hall de Alcobas', 'Instalación de gas'];['Acceso Pavimentado', 'Árboles frutales', 'Cochera', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Vigilancia', 'Zonas Verdes'];['Cerca de Zona Urbana', 'Parques cercanos', 'Zona Campestre'];3;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;el retiro;finca
Nueva;https://www.fincaraiz.com.co/altos-de-santana/rionegro/proyecto-nuevo-det-6351568.aspx?itemid=6351571;ALTOS DE SANTANA Oriente Antioqueño - Rionegro;360002000.0;73.37;3.0;3.0;0.0;"6351568 Proyecto de apartamentos de 2 y 3 habitaciones, ubicado en Rionegro el sector de Ojo de Agua, en la zona de Colegios, cercano al Estadio y a Medellín por el Tunel del Oriente; en un lote de más de 25.900 m2.  Esta compuesto por 6 torres de hasta 8 pisos, con 352 unidades de vivienda.  Entre sus zonas comúnes se destacan piscina para adultos y niños, zona de niños, salón social, zona de mascotas, gimnasio cubierto y al aire libre, zona de mascotas y muchas más..";0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;['Servicios Públicos', 'Ventilación Natural', 'Zona de lavandería'];['Garaje / Parqueadero(s)', 'Gimnasio', 'Piscina', 'Salón Comunal', 'Vivienda Multifamiliar', 'Zona Infantil'];['Área Urbana', 'Colegios / Universidades', 'Cómodas vias de acceso'];0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rionegro;apartamento
